dataset,model,seed,insertion_loss_db_per_mode,accuracy,accuracy_drop_from_clean
fashion_mnist,mlp,42,2.0,0.860885,0.039405
fashion_mnist,mlp,42,3.0,0.834213,0.066077
fashion_mnist,mlp,42,4.0,0.808603,0.091687
fashion_mnist,mlp,42,5.0,0.777686,0.122604
fashion_mnist,mlp,123,0.0,0.899904,0.000386
fashion_mnist,mlp,123,0.5,0.89416,0.00613
fashion_mnist,mlp,123,1.0,0.88183,0.01846
fashion_mnist,mlp,123,1.5,0.871755,0.028535
fashion_mnist,mlp,123,2.0,0.859115,0.041175
fashion_mnist,mlp,123,3.0,0.83627,0.06402
fashion_mnist,mlp,123,4.0,0.811075,0.089215
fashion_mnist,mlp,123,5.0,0.78089,0.1194
fashion_mnist,mlp,256,0.0,0.897956,0.002334
fashion_mnist,mlp,256,0.5,0.890054,0.010236
fashion_mnist,mlp,256,1.0,0.881919,0.018371
fashion_mnist,mlp,256,1.5,0.871375,0.028915
fashion_mnist,mlp,256,2.0,0.861572,0.038718
fashion_mnist,mlp,256,3.0,0.836742,0.063548
fashion_mnist,mlp,256,4.0,0.80973,0.09056
fashion_mnist,mlp,256,5.0,0.77968,0.12061
fashion_mnist,mlp,512,0.0,0.901475,-0.001185
fashion_mnist,mlp,512,0.5,0.895358,0.004932
fashion_mnist,mlp,512,1.0,0.880795,0.019495
fashion_mnist,mlp,512,1.5,0.873132,0.027158
fashion_mnist,mlp,512,2.0,0.858895,0.041395
fashion_mnist,mlp,512,3.0,0.833598,0.066692
fashion_mnist,mlp,512,4.0,0.808373,0.091917
fashion_mnist,mlp,512,5.0,0.777616,0.122674
fashion_mnist,mlp,1024,0.0,0.900148,0.000142
fashion_mnist,mlp,1024,0.5,0.891681,0.008609
fashion_mnist,mlp,1024,1.0,0.882631,0.017659
fashion_mnist,mlp,1024,1.5,0.869484,0.030806
fashion_mnist,mlp,1024,2.0,0.859099,0.041191
fashion_mnist,mlp,1024,3.0,0.837519,0.062771
fashion_mnist,mlp,1024,4.0,0.806681,0.093609
fashion_mnist,mlp,1024,5.0,0.778801,0.121489
fashion_mnist,mlp,2024,0.0,0.900509,-0.000219
fashion_mnist,mlp,2024,0.5,0.892909,0.007381
fashion_mnist,mlp,2024,1.0,0.88197,0.01832
fashion_mnist,mlp,2024,1.5,0.870972,0.029318
fashion_mnist,mlp,2024,2.0,0.859048,0.041242
fashion_mnist,mlp,2024,3.0,0.836925,0.063365
fashion_mnist,mlp,2024,4.0,0.810167,0.090123
fashion_mnist,mlp,2024,5.0,0.780512,0.119778
fashion_mnist,mlp,4096,0.0,0.900929,-0.000639
fashion_mnist,mlp,4096,0.5,0.890356,0.009934
fashion_mnist,mlp,4096,1.0,0.881082,0.019208
fashion_mnist,mlp,4096,1.5,0.872513,0.027777
fashion_mnist,mlp,4096,2.0,0.860449,0.039841
fashion_mnist,mlp,4096,3.0,0.835152,0.065138
fashion_mnist,mlp,4096,4.0,0.81229,0.088
fashion_mnist,mlp,4096,5.0,0.781696,0.118594
fashion_mnist,mlp,8192,0.0,0.900213,7.7e-05
fashion_mnist,mlp,8192,0.5,0.890325,0.009965
fashion_mnist,mlp,8192,1.0,0.880502,0.019788
fashion_mnist,mlp,8192,1.5,0.87259,0.0277
fashion_mnist,mlp,8192,2.0,0.860879,0.039411
fashion_mnist,mlp,8192,3.0,0.835571,0.064719
fashion_mnist,mlp,8192,4.0,0.808798,0.091492
fashion_mnist,mlp,8192,5.0,0.780227,0.120063
fashion_mnist,cnn,42,0.0,0.917877,0.000693
fashion_mnist,cnn,42,0.5,0.913052,0.005518
fashion_mnist,cnn,42,1.0,0.902539,0.016031
fashion_mnist,cnn,42,1.5,0.891644,0.026926
fashion_mnist,cnn,42,2.0,0.883005,0.035565
fashion_mnist,cnn,42,3.0,0.863468,0.055102
fashion_mnist,cnn,42,4.0,0.840347,0.078223
fashion_mnist,cnn,42,5.0,0.813911,0.104659
fashion_mnist,cnn,123,0.0,0.921205,-0.002635
fashion_mnist,cnn,123,0.5,0.910676,0.007894
fashion_mnist,cnn,123,1.0,0.900154,0.018416
fashion_mnist,cnn,123,1.5,0.891787,0.026783
fashion_mnist,cnn,123,2.0,0.880199,0.038371
fashion_mnist,cnn,123,3.0,0.861643,0.056927
fashion_mnist,cnn,123,4.0,0.83805,0.08052
fashion_mnist,cnn,123,5.0,0.817893,0.100677
fashion_mnist,cnn,256,0.0,0.91776,0.00081
fashion_mnist,cnn,256,0.5,0.912048,0.006522
fashion_mnist,cnn,256,1.0,0.904987,0.013583
fashion_mnist,cnn,256,1.5,0.895577,0.022993
fashion_mnist,cnn,256,2.0,0.885021,0.033549
fashion_mnist,cnn,256,3.0,0.865192,0.053378
fashion_mnist,cnn,256,4.0,0.84083,0.07774
fashion_mnist,cnn,256,5.0,0.815031,0.103539
fashion_mnist,cnn,512,0.0,0.919843,-0.001273
fashion_mnist,cnn,512,0.5,0.91091,0.00766
fashion_mnist,cnn,512,1.0,0.903955,0.014615
fashion_mnist,cnn,512,1.5,0.893106,0.025464
fashion_mnist,cnn,512,2.0,0.883213,0.035357
fashion_mnist,cnn,512,3.0,0.864286,0.054284
fashion_mnist,cnn,512,4.0,0.83994,0.07863
fashion_mnist,cnn,512,5.0,0.816852,0.101718
fashion_mnist,cnn,1024,0.0,0.917019,0.001551
fashion_mnist,cnn,1024,0.5,0.910414,0.008156
fashion_mnist,cnn,1024,1.0,0.903692,0.014878
fashion_mnist,cnn,1024,1.5,0.893891,0.024679
fashion_mnist,cnn,1024,2.0,0.882673,0.035897
fashion_mnist,cnn,1024,3.0,0.862015,0.056555
fashion_mnist,cnn,1024,4.0,0.837075,0.081495
fashion_mnist,cnn,1024,5.0,0.814838,0.103732
fashion_mnist,cnn,2024,0.0,0.921218,-0.002648
fashion_mnist,cnn,2024,0.5,0.911121,0.007449
fashion_mnist,cnn,2024,1.0,0.903663,0.014907
fashion_mnist,cnn,2024,1.5,0.893627,0.024943
fashion_mnist,cnn,2024,2.0,0.885012,0.033558
fashion_mnist,cnn,2024,3.0,0.861172,0.057398
fashion_mnist,cnn,2024,4.0,0.841518,0.077052
fashion_mnist,cnn,2024,5.0,0.816419,0.102151
fashion_mnist,cnn,4096,0.0,0.917232,0.001338
fashion_mnist,cnn,4096,0.5,0.91335,0.00522
fashion_mnist,cnn,4096,1.0,0.902987,0.015583
fashion_mnist,cnn,4096,1.5,0.891955,0.026615
fashion_mnist,cnn,4096,2.0,0.882684,0.035886
fashion_mnist,cnn,4096,3.0,0.858845,0.059725
fashion_mnist,cnn,4096,4.0,0.841813,0.076757
fashion_mnist,cnn,4096,5.0,0.816819,0.101751
fashion_mnist,cnn,8192,0.0,0.918307,0.000263
fashion_mnist,cnn,8192,0.5,0.911878,0.006692
fashion_mnist,cnn,8192,1.0,0.904913,0.013657
fashion_mnist,cnn,8192,1.5,0.891707,0.026863
fashion_mnist,cnn,8192,2.0,0.884485,0.034085
fashion_mnist,cnn,8192,3.0,0.860073,0.058497
fashion_mnist,cnn,8192,4.0,0.839129,0.079441
fashion_mnist,cnn,8192,5.0,0.816663,0.101907
cifar10,proposed,42,0.0,0.744426,-0.002426
cifar10,proposed,42,0.5,0.735305,0.006695
cifar10,proposed,42,1.0,0.731296,0.010704
cifar10,proposed,42,1.5,0.729463,0.012537
cifar10,proposed,42,2.0,0.721407,0.020593
cifar10,proposed,42,3.0,0.710759,0.031241
cifar10,proposed,42,4.0,0.701946,0.040054
cifar10,proposed,42,5.0,0.686677,0.055323
cifar10,proposed,123,0.0,0.741528,0.000472
cifar10,proposed,123,0.5,0.734289,0.007711
cifar10,proposed,123,1.0,0.73509,0.00691
cifar10,proposed,123,1.5,0.727957,0.014043
cifar10,proposed,123,2.0,0.720344,0.021656
cifar10,proposed,123,3.0,0.711718,0.030282
cifar10,proposed,123,4.0,0.701476,0.040524
cifar10,proposed,123,5.0,0.687464,0.054536
cifar10,proposed,256,0.0,0.744928,-0.002928
cifar10,proposed,256,0.5,0.737703,0.004297
cifar10,proposed,256,1.0,0.732507,0.009493
cifar10,proposed,256,1.5,0.727681,0.014319
cifar10,proposed,256,2.0,0.722347,0.019653
cifar10,proposed,256,3.0,0.711142,0.030858
cifar10,proposed,256,4.0,0.701807,0.040193
cifar10,proposed,256,5.0,0.688685,0.053315
cifar10,proposed,512,0.0,0.741603,0.000397
cifar10,proposed,512,0.5,0.737996,0.004004
cifar10,proposed,512,1.0,0.73366,0.00834
cifar10,proposed,512,1.5,0.726868,0.015132
cifar10,proposed,512,2.0,0.720447,0.021553
cifar10,proposed,512,3.0,0.713176,0.028824
cifar10,proposed,512,4.0,0.69886,0.04314
cifar10,proposed,512,5.0,0.689462,0.052538
cifar10,proposed,1024,0.0,0.741201,0.000799
cifar10,proposed,1024,0.5,0.73635,0.00565
cifar10,proposed,1024,1.0,0.734076,0.007924
cifar10,proposed,1024,1.5,0.726536,0.015464
cifar10,proposed,1024,2.0,0.721097,0.020903
cifar10,proposed,1024,3.0,0.712529,0.029471
cifar10,proposed,1024,4.0,0.699942,0.042058
cifar10,proposed,1024,5.0,0.686707,0.055293
cifar10,proposed,2024,0.0,0.743467,-0.001467
cifar10,proposed,2024,0.5,0.740002,0.001998
cifar10,proposed,2024,1.0,0.732305,0.009695
cifar10,proposed,2024,1.5,0.726591,0.015409
cifar10,proposed,2024,2.0,0.722529,0.019471
cifar10,proposed,2024,3.0,0.712795,0.029205
cifar10,proposed,2024,4.0,0.698514,0.043486
cifar10,proposed,2024,5.0,0.691245,0.050755
cifar10,proposed,4096,0.0,0.741682,0.000318
cifar10,proposed,4096,0.5,0.736583,0.005417
cifar10,proposed,4096,1.0,0.731545,0.010455
cifar10,proposed,4096,1.5,0.727571,0.014429
cifar10,proposed,4096,2.0,0.721658,0.020342
cifar10,proposed,4096,3.0,0.713212,0.028788
cifar10,proposed,4096,4.0,0.697763,0.044237
cifar10,proposed,4096,5.0,0.689886,0.052114
cifar10,proposed,8192,0.0,0.743965,-0.001965
cifar10,proposed,8192,0.5,0.737223,0.004777
cifar10,proposed,8192,1.0,0.732815,0.009185
cifar10,proposed,8192,1.5,0.727328,0.014672
cifar10,proposed,8192,2.0,0.724402,0.017598
cifar10,proposed,8192,3.0,0.712628,0.029372
cifar10,proposed,8192,4.0,0.701194,0.040806
cifar10,proposed,8192,5.0,0.685915,0.056085
cifar10,fixed_phase,42,0.0,0.70682,-0.000436
cifar10,fixed_phase,42,0.5,0.698274,0.00811
cifar10,fixed_phase,42,1.0,0.684676,0.021708
cifar10,fixed_phase,42,1.5,0.675756,0.030628
cifar10,fixed_phase,42,2.0,0.659231,0.047153
cifar10,fixed_phase,42,3.0,0.632893,0.073491
cifar10,fixed_phase,42,4.0,0.600089,0.106295
cifar10,fixed_phase,42,5.0,0.568211,0.138173
cifar10,fixed_phase,123,0.0,0.70969,-0.003306
cifar10,fixed_phase,123,0.5,0.695108,0.011276
cifar10,fixed_phase,123,1.0,0.685905,0.020479
cifar10,fixed_phase,123,1.5,0.673717,0.032667
cifar10,fixed_phase,123,2.0,0.660442,0.045942
cifar10,fixed_phase,123,3.0,0.631409,0.074975
cifar10,fixed_phase,123,4.0,0.601365,0.105019
cifar10,fixed_phase,123,5.0,0.567879,0.138505
cifar10,fixed_phase,256,0.0,0.704928,0.001456
cifar10,fixed_phase,256,0.5,0.694424,0.01196
cifar10,fixed_phase,256,1.0,0.686215,0.020169
cifar10,fixed_phase,256,1.5,0.676325,0.030059
cifar10,fixed_phase,256,2.0,0.661503,0.044881
cifar10,fixed_phase,256,3.0,0.632917,0.073467
cifar10,fixed_phase,256,4.0,0.601279,0.105105
cifar10,fixed_phase,256,5.0,0.572262,0.134122
cifar10,fixed_phase,512,0.0,0.707284,-0.0009
cifar10,fixed_phase,512,0.5,0.696925,0.009459
cifar10,fixed_phase,512,1.0,0.685563,0.020821
cifar10,fixed_phase,512,1.5,0.67356,0.032824
cifar10,fixed_phase,512,2.0,0.659899,0.046485
cifar10,fixed_phase,512,3.0,0.635201,0.071183
cifar10,fixed_phase,512,4.0,0.60033,0.106054
cifar10,fixed_phase,512,5.0,0.569472,0.136912
cifar10,fixed_phase,1024,0.0,0.707718,-0.001334
cifar10,fixed_phase,1024,0.5,0.694815,0.011569
cifar10,fixed_phase,1024,1.0,0.686917,0.019467
cifar10,fixed_phase,1024,1.5,0.673342,0.033042
cifar10,fixed_phase,1024,2.0,0.661046,0.045338
cifar10,fixed_phase,1024,3.0,0.634188,0.072196
cifar10,fixed_phase,1024,4.0,0.600847,0.105537
cifar10,fixed_phase,1024,5.0,0.567092,0.139292
cifar10,fixed_phase,2024,0.0,0.707736,-0.001352
cifar10,fixed_phase,2024,0.5,0.697105,0.009279
cifar10,fixed_phase,2024,1.0,0.68861,0.017774
cifar10,fixed_phase,2024,1.5,0.67252,0.033864
cifar10,fixed_phase,2024,2.0,0.659597,0.046787
cifar10,fixed_phase,2024,3.0,0.634495,0.071889
cifar10,fixed_phase,2024,4.0,0.601536,0.104848
cifar10,fixed_phase,2024,5.0,0.568747,0.137637
cifar10,fixed_phase,4096,0.0,0.709165,-0.002781
cifar10,fixed_phase,4096,0.5,0.696783,0.009601
cifar10,fixed_phase,4096,1.0,0.687813,0.018571
cifar10,fixed_phase,4096,1.5,0.675817,0.030567
cifar10,fixed_phase,4096,2.0,0.660479,0.045905
cifar10,fixed_phase,4096,3.0,0.631057,0.075327
cifar10,fixed_phase,4096,4.0,0.596243,0.110141
cifar10,fixed_phase,4096,5.0,0.568925,0.137459
cifar10,fixed_phase,8192,0.0,0.70596,0.000424
cifar10,fixed_phase,8192,0.5,0.698574,0.00781
cifar10,fixed_phase,8192,1.0,0.687685,0.018699
cifar10,fixed_phase,8192,1.5,0.673508,0.032876
cifar10,fixed_phase,8192,2.0,0.661777,0.044607
cifar10,fixed_phase,8192,3.0,0.63205,0.074334
cifar10,fixed_phase,8192,4.0,0.600046,0.106338
cifar10,fixed_phase,8192,5.0,0.568809,0.137575
cifar10,fixed_amplitude,42,0.0,0.701568,0.001106
cifar10,fixed_amplitude,42,0.5,0.690191,0.012483
cifar10,fixed_amplitude,42,1.0,0.679186,0.023488
cifar10,fixed_amplitude,42,1.5,0.666529,0.036145
cifar10,fixed_amplitude,42,2.0,0.655203,0.047471
cifar10,fixed_amplitude,42,3.0,0.624743,0.077931
cifar10,fixed_amplitude,42,4.0,0.590248,0.112426
cifar10,fixed_amplitude,42,5.0,0.555145,0.147529
cifar10,fixed_amplitude,123,0.0,0.704155,-0.001481
cifar10,fixed_amplitude,123,0.5,0.695601,0.007073
cifar10,fixed_amplitude,123,1.0,0.68404,0.018634
cifar10,fixed_amplitude,123,1.5,0.668569,0.034105
cifar10,fixed_amplitude,123,2.0,0.654706,0.047968
cifar10,fixed_amplitude,123,3.0,0.623297,0.079377
cifar10,fixed_amplitude,123,4.0,0.593134,0.10954
cifar10,fixed_amplitude,123,5.0,0.558456,0.144218
cifar10,fixed_amplitude,256,0.0,0.702997,-0.000323
cifar10,fixed_amplitude,256,0.5,0.691436,0.011238
cifar10,fixed_amplitude,256,1.0,0.683192,0.019482
cifar10,fixed_amplitude,256,1.5,0.667098,0.035576
cifar10,fixed_amplitude,256,2.0,0.655553,0.047121
cifar10,fixed_amplitude,256,3.0,0.625822,0.076852
cifar10,fixed_amplitude,256,4.0,0.59328,0.109394
cifar10,fixed_amplitude,256,5.0,0.555158,0.147516
cifar10,fixed_amplitude,512,0.0,0.702947,-0.000273
cifar10,fixed_amplitude,512,0.5,0.693463,0.009211
cifar10,fixed_amplitude,512,1.0,0.683281,0.019393
cifar10,fixed_amplitude,512,1.5,0.670513,0.032161
cifar10,fixed_amplitude,512,2.0,0.65629,0.046384
cifar10,fixed_amplitude,512,3.0,0.622622,0.080052
cifar10,fixed_amplitude,512,4.0,0.591449,0.111225
cifar10,fixed_amplitude,512,5.0,0.554995,0.147679
cifar10,fixed_amplitude,1024,0.0,0.704222,-0.001548
cifar10,fixed_amplitude,1024,0.5,0.697007,0.005667
cifar10,fixed_amplitude,1024,1.0,0.68359,0.019084
cifar10,fixed_amplitude,1024,1.5,0.668118,0.034556
cifar10,fixed_amplitude,1024,2.0,0.653429,0.049245
cifar10,fixed_amplitude,1024,3.0,0.624341,0.078333
cifar10,fixed_amplitude,1024,4.0,0.589087,0.113587
cifar10,fixed_amplitude,1024,5.0,0.555217,0.147457
cifar10,fixed_amplitude,2024,0.0,0.69929,0.003384
cifar10,fixed_amplitude,2024,0.5,0.695471,0.007203
cifar10,fixed_amplitude,2024,1.0,0.68179,0.020884
cifar10,fixed_amplitude,2024,1.5,0.668911,0.033763
cifar10,fixed_amplitude,2024,2.0,0.656714,0.04596
cifar10,fixed_amplitude,2024,3.0,0.624838,0.077836
cifar10,fixed_amplitude,2024,4.0,0.590393,0.112281
cifar10,fixed_amplitude,2024,5.0,0.555674,0.147
cifar10,fixed_amplitude,4096,0.0,0.70005,0.002624
cifar10,fixed_amplitude,4096,0.5,0.692349,0.010325
cifar10,fixed_amplitude,4096,1.0,0.678444,0.02423
cifar10,fixed_amplitude,4096,1.5,0.667445,0.035229
cifar10,fixed_amplitude,4096,2.0,0.652869,0.049805
cifar10,fixed_amplitude,4096,3.0,0.622788,0.079886
cifar10,fixed_amplitude,4096,4.0,0.590795,0.111879
cifar10,fixed_amplitude,4096,5.0,0.553629,0.149045
cifar10,fixed_amplitude,8192,0.0,0.703798,-0.001124
cifar10,fixed_amplitude,8192,0.5,0.692201,0.010473
cifar10,fixed_amplitude,8192,1.0,0.682142,0.020532
cifar10,fixed_amplitude,8192,1.5,0.668509,0.034165
cifar10,fixed_amplitude,8192,2.0,0.655329,0.047345
cifar10,fixed_amplitude,8192,3.0,0.624217,0.078457
cifar10,fixed_amplitude,8192,4.0,0.592133,0.110541
cifar10,fixed_amplitude,8192,5.0,0.555372,0.147302
cifar10,random_unitary,42,0.0,0.669899,-0.002099
cifar10,random_unitary,42,0.5,0.657782,0.010018
cifar10,random_unitary,42,1.0,0.640109,0.027691
cifar10,random_unitary,42,1.5,0.625505,0.042295
cifar10,random_unitary,42,2.0,0.60426,0.06354
cifar10,random_unitary,42,3.0,0.561468,0.106332
cifar10,random_unitary,42,4.0,0.517025,0.150775
cifar10,random_unitary,42,5.0,0.469089,0.198711
cifar10,random_unitary,123,0.0,0.66718,0.00062
cifar10,random_unitary,123,0.5,0.655104,0.012696
cifar10,random_unitary,123,1.0,0.639856,0.027944
cifar10,random_unitary,123,1.5,0.621022,0.046778
cifar10,random_unitary,123,2.0,0.605692,0.062108
cifar10,random_unitary,123,3.0,0.566505,0.101295
cifar10,random_unitary,123,4.0,0.517781,0.150019
cifar10,random_unitary,123,5.0,0.468856,0.198944
cifar10,random_unitary,256,0.0,0.670169,-0.002369
cifar10,random_unitary,256,0.5,0.655278,0.012522
cifar10,random_unitary,256,1.0,0.639656,0.028144
cifar10,random_unitary,256,1.5,0.626286,0.041514
cifar10,random_unitary,256,2.0,0.605384,0.062416
cifar10,random_unitary,256,3.0,0.564432,0.103368
cifar10,random_unitary,256,4.0,0.519613,0.148187
cifar10,random_unitary,256,5.0,0.471126,0.196674
cifar10,random_unitary,512,0.0,0.665293,0.002507
cifar10,random_unitary,512,0.5,0.657059,0.010741
cifar10,random_unitary,512,1.0,0.643149,0.024651
cifar10,random_unitary,512,1.5,0.626477,0.041323
cifar10,random_unitary,512,2.0,0.603014,0.064786
cifar10,random_unitary,512,3.0,0.564496,0.103304
cifar10,random_unitary,512,4.0,0.51905,0.14875
cifar10,random_unitary,512,5.0,0.469114,0.198686
cifar10,random_unitary,1024,0.0,0.668834,-0.001034
cifar10,random_unitary,1024,0.5,0.656656,0.011144
cifar10,random_unitary,1024,1.0,0.641523,0.026277
cifar10,random_unitary,1024,1.5,0.624445,0.043355
cifar10,random_unitary,1024,2.0,0.606669,0.061131
cifar10,random_unitary,1024,3.0,0.563312,0.104488
cifar10,random_unitary,1024,4.0,0.518904,0.148896
cifar10,random_unitary,1024,5.0,0.470534,0.197266
cifar10,random_unitary,2024,0.0,0.668568,-0.000768
cifar10,random_unitary,2024,0.5,0.655852,0.011948
cifar10,random_unitary,2024,1.0,0.640877,0.026923
cifar10,random_unitary,2024,1.5,0.625176,0.042624
cifar10,random_unitary,2024,2.0,0.602996,0.064804
cifar10,random_unitary,2024,3.0,0.564724,0.103076
cifar10,random_unitary,2024,4.0,0.519298,0.148502
cifar10,random_unitary,2024,5.0,0.472814,0.194986
cifar10,random_unitary,4096,0.0,0.668381,-0.000581
cifar10,random_unitary,4096,0.5,0.658688,0.009112
cifar10,random_unitary,4096,1.0,0.639595,0.028205
cifar10,random_unitary,4096,1.5,0.623379,0.044421
cifar10,random_unitary,4096,2.0,0.607992,0.059808
cifar10,random_unitary,4096,3.0,0.561978,0.105822
cifar10,random_unitary,4096,4.0,0.518386,0.149414
cifar10,random_unitary,4096,5.0,0.470277,0.197523
cifar10,random_unitary,8192,0.0,0.66663,0.00117
cifar10,random_unitary,8192,0.5,0.653723,0.014077
cifar10,random_unitary,8192,1.0,0.640758,0.027042
cifar10,random_unitary,8192,1.5,0.62274,0.04506
cifar10,random_unitary,8192,2.0,0.605916,0.061884
cifar10,random_unitary,8192,3.0,0.561133,0.106667
cifar10,random_unitary,8192,4.0,0.520084,0.147716
cifar10,random_unitary,8192,5.0,0.46832,0.19948
cifar10,mlp,42,0.0,0.732747,-0.001877
cifar10,mlp,42,0.5,0.72469,0.00618
cifar10,mlp,42,1.0,0.711375,0.019495
cifar10,mlp,42,1.5,0.701777,0.029093
cifar10,mlp,42,2.0,0.689965,0.040905
cifar10,mlp,42,3.0,0.665438,0.065432
cifar10,mlp,42,4.0,0.637222,0.093648
cifar10,mlp,42,5.0,0.611279,0.119591
cifar10,mlp,123,0.0,0.731195,-0.000325
cifar10,mlp,123,0.5,0.721877,0.008993
cifar10,mlp,123,1.0,0.71174,0.01913
cifar10,mlp,123,1.5,0.699256,0.031614
cifar10,mlp,123,2.0,0.691904,0.038966
cifar10,mlp,123,3.0,0.663276,0.067594
cifar10,mlp,123,4.0,0.639677,0.091193
cifar10,mlp,123,5.0,0.610592,0.120278
cifar10,mlp,256,0.0,0.730476,0.000394
cifar10,mlp,256,0.5,0.727116,0.003754
cifar10,mlp,256,1.0,0.714831,0.016039
cifar10,mlp,256,1.5,0.701886,0.028984
cifar10,mlp,256,2.0,0.689721,0.041149
cifar10,mlp,256,3.0,0.666998,0.063872
cifar10,mlp,256,4.0,0.639991,0.090879
cifar10,mlp,256,5.0,0.609862,0.121008
cifar10,mlp,512,0.0,0.731178,-0.000308
cifar10,mlp,512,0.5,0.72555,0.00532
cifar10,mlp,512,1.0,0.712982,0.017888
cifar10,mlp,512,1.5,0.702985,0.027885
cifar10,mlp,512,2.0,0.689318,0.041552
cifar10,mlp,512,3.0,0.667528,0.063342
cifar10,mlp,512,4.0,0.640115,0.090755
cifar10,mlp,512,5.0,0.61203,0.11884
cifar10,mlp,1024,0.0,0.730996,-0.000126
cifar10,mlp,1024,0.5,0.724246,0.006624
cifar10,mlp,1024,1.0,0.712588,0.018282
cifar10,mlp,1024,1.5,0.704113,0.026757
cifar10,mlp,1024,2.0,0.690602,0.040268
cifar10,mlp,1024,3.0,0.666769,0.064101
cifar10,mlp,1024,4.0,0.637066,0.093804
cifar10,mlp,1024,5.0,0.606975,0.123895
cifar10,mlp,2024,0.0,0.728264,0.002606
cifar10,mlp,2024,0.5,0.724753,0.006117
cifar10,mlp,2024,1.0,0.71202,0.01885
cifar10,mlp,2024,1.5,0.699121,0.031749
cifar10,mlp,2024,2.0,0.689689,0.041181
cifar10,mlp,2024,3.0,0.666741,0.064129
cifar10,mlp,2024,4.0,0.639681,0.091189
cifar10,mlp,2024,5.0,0.609512,0.121358
cifar10,mlp,4096,0.0,0.735639,-0.004769
cifar10,mlp,4096,0.5,0.721726,0.009144
cifar10,mlp,4096,1.0,0.71103,0.01984
cifar10,mlp,4096,1.5,0.703025,0.027845
cifar10,mlp,4096,2.0,0.690732,0.040138
cifar10,mlp,4096,3.0,0.666196,0.064674
cifar10,mlp,4096,4.0,0.641175,0.089695
cifar10,mlp,4096,5.0,0.609434,0.121436
cifar10,mlp,8192,0.0,0.729969,0.000901
cifar10,mlp,8192,0.5,0.723326,0.007544
cifar10,mlp,8192,1.0,0.710933,0.019937
cifar10,mlp,8192,1.5,0.702743,0.028127
cifar10,mlp,8192,2.0,0.692559,0.038311
cifar10,mlp,8192,3.0,0.667598,0.063272
cifar10,mlp,8192,4.0,0.639195,0.091675
cifar10,mlp,8192,5.0,0.608429,0.122441
cifar10,cnn,42,0.0,0.746497,-0.000787
cifar10,cnn,42,0.5,0.73762,0.00809
cifar10,cnn,42,1.0,0.731034,0.014676
cifar10,cnn,42,1.5,0.720689,0.025021
cifar10,cnn,42,2.0,0.710345,0.035365
cifar10,cnn,42,3.0,0.689766,0.055944
cifar10,cnn,42,4.0,0.665765,0.079945
cifar10,cnn,42,5.0,0.643279,0.102431
cifar10,cnn,123,0.0,0.747194,-0.001484
cifar10,cnn,123,0.5,0.739542,0.006168
cifar10,cnn,123,1.0,0.729643,0.016067
cifar10,cnn,123,1.5,0.718143,0.027567
cifar10,cnn,123,2.0,0.707909,0.037801
cifar10,cnn,123,3.0,0.692025,0.053685
cifar10,cnn,123,4.0,0.665607,0.080103
cifar10,cnn,123,5.0,0.643067,0.102643
cifar10,cnn,256,0.0,0.746942,-0.001232
cifar10,cnn,256,0.5,0.736407,0.009303
cifar10,cnn,256,1.0,0.727707,0.018003
cifar10,cnn,256,1.5,0.719641,0.026069
cifar10,cnn,256,2.0,0.707864,0.037846
cifar10,cnn,256,3.0,0.689374,0.056336
cifar10,cnn,256,4.0,0.668345,0.077365
cifar10,cnn,256,5.0,0.642097,0.103613
cifar10,cnn,512,0.0,0.747352,-0.001642
cifar10,cnn,512,0.5,0.739911,0.005799
cifar10,cnn,512,1.0,0.728742,0.016968
cifar10,cnn,512,1.5,0.722512,0.023198
cifar10,cnn,512,2.0,0.708008,0.037702
cifar10,cnn,512,3.0,0.688982,0.056728
cifar10,cnn,512,4.0,0.666286,0.079424
cifar10,cnn,512,5.0,0.643181,0.102529
cifar10,cnn,1024,0.0,0.747424,-0.001714
cifar10,cnn,1024,0.5,0.738026,0.007684
cifar10,cnn,1024,1.0,0.730388,0.015322
cifar10,cnn,1024,1.5,0.720396,0.025314
cifar10,cnn,1024,2.0,0.708567,0.037143
cifar10,cnn,1024,3.0,0.6904,0.05531
cifar10,cnn,1024,4.0,0.666648,0.079062
cifar10,cnn,1024,5.0,0.643632,0.102078
cifar10,cnn,2024,0.0,0.744356,0.001354
cifar10,cnn,2024,0.5,0.736826,0.008884
cifar10,cnn,2024,1.0,0.72804,0.01767
cifar10,cnn,2024,1.5,0.717861,0.027849
cifar10,cnn,2024,2.0,0.712464,0.033246
cifar10,cnn,2024,3.0,0.688958,0.056752
cifar10,cnn,2024,4.0,0.666068,0.079642
cifar10,cnn,2024,5.0,0.639412,0.106298
cifar10,cnn,4096,0.0,0.746757,-0.001047
cifar10,cnn,4096,0.5,0.73703,0.00868
cifar10,cnn,4096,1.0,0.730722,0.014988
cifar10,cnn,4096,1.5,0.720576,0.025134
cifar10,cnn,4096,2.0,0.711287,0.034423
cifar10,cnn,4096,3.0,0.690297,0.055413
cifar10,cnn,4096,4.0,0.665657,0.080053
cifar10,cnn,4096,5.0,0.641604,0.104106
cifar10,cnn,8192,0.0,0.743878,0.001832
cifar10,cnn,8192,0.5,0.739649,0.006061
cifar10,cnn,8192,1.0,0.727074,0.018636
cifar10,cnn,8192,1.5,0.720935,0.024775
cifar10,cnn,8192,2.0,0.712385,0.033325
cifar10,cnn,8192,3.0,0.693356,0.052354
