dataset,model,seed,sigma_phi_rad,accuracy,accuracy_drop_from_clean
fashion_mnist,proposed,256,0.03,0.908387,0.005613
fashion_mnist,proposed,256,0.04,0.904987,0.009013
fashion_mnist,proposed,256,0.05,0.903699,0.010301
fashion_mnist,proposed,256,0.06,0.898253,0.015747
fashion_mnist,proposed,256,0.08,0.894147,0.019853
fashion_mnist,proposed,256,0.1,0.892003,0.021997
fashion_mnist,proposed,256,0.12,0.885664,0.028336
fashion_mnist,proposed,256,0.15,0.876179,0.037821
fashion_mnist,proposed,512,0.0,0.915444,-0.001444
fashion_mnist,proposed,512,0.01,0.912271,0.001729
fashion_mnist,proposed,512,0.02,0.911191,0.002809
fashion_mnist,proposed,512,0.03,0.907948,0.006052
fashion_mnist,proposed,512,0.04,0.906204,0.007796
fashion_mnist,proposed,512,0.05,0.904451,0.009549
fashion_mnist,proposed,512,0.06,0.901448,0.012552
fashion_mnist,proposed,512,0.08,0.897141,0.016859
fashion_mnist,proposed,512,0.1,0.889317,0.024683
fashion_mnist,proposed,512,0.12,0.886085,0.027915
fashion_mnist,proposed,512,0.15,0.874643,0.039357
fashion_mnist,proposed,1024,0.0,0.91227,0.00173
fashion_mnist,proposed,1024,0.01,0.913034,0.000966
fashion_mnist,proposed,1024,0.02,0.908444,0.005556
fashion_mnist,proposed,1024,0.03,0.907986,0.006014
fashion_mnist,proposed,1024,0.04,0.906372,0.007628
fashion_mnist,proposed,1024,0.05,0.905199,0.008801
fashion_mnist,proposed,1024,0.06,0.902042,0.011958
fashion_mnist,proposed,1024,0.08,0.897563,0.016437
fashion_mnist,proposed,1024,0.1,0.892968,0.021032
fashion_mnist,proposed,1024,0.12,0.88607,0.02793
fashion_mnist,proposed,1024,0.15,0.8763,0.0377
fashion_mnist,proposed,2024,0.0,0.913056,0.000944
fashion_mnist,proposed,2024,0.01,0.913622,0.000378
fashion_mnist,proposed,2024,0.02,0.909803,0.004197
fashion_mnist,proposed,2024,0.03,0.90954,0.00446
fashion_mnist,proposed,2024,0.04,0.906314,0.007686
fashion_mnist,proposed,2024,0.05,0.905067,0.008933
fashion_mnist,proposed,2024,0.06,0.899243,0.014757
fashion_mnist,proposed,2024,0.08,0.893794,0.020206
fashion_mnist,proposed,2024,0.1,0.890793,0.023207
fashion_mnist,proposed,2024,0.12,0.884976,0.029024
fashion_mnist,proposed,2024,0.15,0.875088,0.038912
fashion_mnist,proposed,4096,0.0,0.913919,8.1e-05
fashion_mnist,proposed,4096,0.01,0.912915,0.001085
fashion_mnist,proposed,4096,0.02,0.91205,0.00195
fashion_mnist,proposed,4096,0.03,0.906482,0.007518
fashion_mnist,proposed,4096,0.04,0.906452,0.007548
fashion_mnist,proposed,4096,0.05,0.903717,0.010283
fashion_mnist,proposed,4096,0.06,0.898487,0.015513
fashion_mnist,proposed,4096,0.08,0.896057,0.017943
fashion_mnist,proposed,4096,0.1,0.888956,0.025044
fashion_mnist,proposed,4096,0.12,0.883822,0.030178
fashion_mnist,proposed,4096,0.15,0.87605,0.03795
fashion_mnist,proposed,8192,0.0,0.912642,0.001358
fashion_mnist,proposed,8192,0.01,0.912633,0.001367
fashion_mnist,proposed,8192,0.02,0.913212,0.000788
fashion_mnist,proposed,8192,0.03,0.908155,0.005845
fashion_mnist,proposed,8192,0.04,0.9049,0.0091
fashion_mnist,proposed,8192,0.05,0.905006,0.008994
fashion_mnist,proposed,8192,0.06,0.901286,0.012714
fashion_mnist,proposed,8192,0.08,0.895091,0.018909
fashion_mnist,proposed,8192,0.1,0.892249,0.021751
fashion_mnist,proposed,8192,0.12,0.885152,0.028848
fashion_mnist,proposed,8192,0.15,0.873729,0.040271
fashion_mnist,fixed_phase,42,0.0,0.870002,0.000126
fashion_mnist,fixed_phase,42,0.01,0.868978,0.00115
fashion_mnist,fixed_phase,42,0.02,0.865455,0.004673
fashion_mnist,fixed_phase,42,0.03,0.859136,0.010992
fashion_mnist,fixed_phase,42,0.04,0.852961,0.017167
fashion_mnist,fixed_phase,42,0.05,0.846791,0.023337
fashion_mnist,fixed_phase,42,0.06,0.841514,0.028614
fashion_mnist,fixed_phase,42,0.08,0.827209,0.042919
fashion_mnist,fixed_phase,42,0.1,0.811896,0.058232
fashion_mnist,fixed_phase,42,0.12,0.795686,0.074442
fashion_mnist,fixed_phase,42,0.15,0.771241,0.098887
fashion_mnist,fixed_phase,123,0.0,0.868061,0.002067
fashion_mnist,fixed_phase,123,0.01,0.867556,0.002572
fashion_mnist,fixed_phase,123,0.02,0.861743,0.008385
fashion_mnist,fixed_phase,123,0.03,0.856571,0.013557
fashion_mnist,fixed_phase,123,0.04,0.856031,0.014097
fashion_mnist,fixed_phase,123,0.05,0.848466,0.021662
fashion_mnist,fixed_phase,123,0.06,0.841766,0.028362
fashion_mnist,fixed_phase,123,0.08,0.83033,0.039798
fashion_mnist,fixed_phase,123,0.1,0.811625,0.058503
fashion_mnist,fixed_phase,123,0.12,0.796324,0.073804
fashion_mnist,fixed_phase,123,0.15,0.769057,0.101071
fashion_mnist,fixed_phase,256,0.0,0.867748,0.00238
fashion_mnist,fixed_phase,256,0.01,0.869383,0.000745
fashion_mnist,fixed_phase,256,0.02,0.86394,0.006188
fashion_mnist,fixed_phase,256,0.03,0.860105,0.010023
fashion_mnist,fixed_phase,256,0.04,0.852672,0.017456
fashion_mnist,fixed_phase,256,0.05,0.846934,0.023194
fashion_mnist,fixed_phase,256,0.06,0.842744,0.027384
fashion_mnist,fixed_phase,256,0.08,0.826849,0.043279
fashion_mnist,fixed_phase,256,0.1,0.812602,0.057526
fashion_mnist,fixed_phase,256,0.12,0.794184,0.075944
fashion_mnist,fixed_phase,256,0.15,0.766487,0.103641
fashion_mnist,fixed_phase,512,0.0,0.869753,0.000375
fashion_mnist,fixed_phase,512,0.01,0.864044,0.006084
fashion_mnist,fixed_phase,512,0.02,0.862836,0.007292
fashion_mnist,fixed_phase,512,0.03,0.858243,0.011885
fashion_mnist,fixed_phase,512,0.04,0.851304,0.018824
fashion_mnist,fixed_phase,512,0.05,0.845687,0.024441
fashion_mnist,fixed_phase,512,0.06,0.841705,0.028423
fashion_mnist,fixed_phase,512,0.08,0.826246,0.043882
fashion_mnist,fixed_phase,512,0.1,0.814901,0.055227
fashion_mnist,fixed_phase,512,0.12,0.794797,0.075331
fashion_mnist,fixed_phase,512,0.15,0.769054,0.101074
fashion_mnist,fixed_phase,1024,0.0,0.869106,0.001022
fashion_mnist,fixed_phase,1024,0.01,0.866178,0.00395
fashion_mnist,fixed_phase,1024,0.02,0.862241,0.007887
fashion_mnist,fixed_phase,1024,0.03,0.858668,0.01146
fashion_mnist,fixed_phase,1024,0.04,0.853115,0.017013
fashion_mnist,fixed_phase,1024,0.05,0.846502,0.023626
fashion_mnist,fixed_phase,1024,0.06,0.84002,0.030108
fashion_mnist,fixed_phase,1024,0.08,0.826839,0.043289
fashion_mnist,fixed_phase,1024,0.1,0.812464,0.057664
fashion_mnist,fixed_phase,1024,0.12,0.796417,0.073711
fashion_mnist,fixed_phase,1024,0.15,0.768831,0.101297
fashion_mnist,fixed_phase,2024,0.0,0.871195,-0.001067
fashion_mnist,fixed_phase,2024,0.01,0.867633,0.002495
fashion_mnist,fixed_phase,2024,0.02,0.86323,0.006898
fashion_mnist,fixed_phase,2024,0.03,0.857758,0.01237
fashion_mnist,fixed_phase,2024,0.04,0.851811,0.018317
fashion_mnist,fixed_phase,2024,0.05,0.847105,0.023023
fashion_mnist,fixed_phase,2024,0.06,0.839645,0.030483
fashion_mnist,fixed_phase,2024,0.08,0.828663,0.041465
fashion_mnist,fixed_phase,2024,0.1,0.812533,0.057595
fashion_mnist,fixed_phase,2024,0.12,0.794639,0.075489
fashion_mnist,fixed_phase,2024,0.15,0.768976,0.101152
fashion_mnist,fixed_phase,4096,0.0,0.869389,0.000739
fashion_mnist,fixed_phase,4096,0.01,0.86561,0.004518
fashion_mnist,fixed_phase,4096,0.02,0.861033,0.009095
fashion_mnist,fixed_phase,4096,0.03,0.859014,0.011114
fashion_mnist,fixed_phase,4096,0.04,0.855417,0.014711
fashion_mnist,fixed_phase,4096,0.05,0.848206,0.021922
fashion_mnist,fixed_phase,4096,0.06,0.843179,0.026949
fashion_mnist,fixed_phase,4096,0.08,0.828382,0.041746
fashion_mnist,fixed_phase,4096,0.1,0.812227,0.057901
fashion_mnist,fixed_phase,4096,0.12,0.793739,0.076389
fashion_mnist,fixed_phase,4096,0.15,0.769934,0.100194
fashion_mnist,fixed_phase,8192,0.0,0.869746,0.000382
fashion_mnist,fixed_phase,8192,0.01,0.865726,0.004402
fashion_mnist,fixed_phase,8192,0.02,0.862557,0.007571
fashion_mnist,fixed_phase,8192,0.03,0.859829,0.010299
fashion_mnist,fixed_phase,8192,0.04,0.854517,0.015611
fashion_mnist,fixed_phase,8192,0.05,0.844627,0.025501
fashion_mnist,fixed_phase,8192,0.06,0.840024,0.030104
fashion_mnist,fixed_phase,8192,0.08,0.827341,0.042787
fashion_mnist,fixed_phase,8192,0.1,0.814521,0.055607
fashion_mnist,fixed_phase,8192,0.12,0.796182,0.073946
fashion_mnist,fixed_phase,8192,0.15,0.771588,0.09854
fashion_mnist,fixed_amplitude,42,0.0,0.865284,0.000274
fashion_mnist,fixed_amplitude,42,0.01,0.862302,0.003256
fashion_mnist,fixed_amplitude,42,0.02,0.857239,0.008319
fashion_mnist,fixed_amplitude,42,0.03,0.853331,0.012227
fashion_mnist,fixed_amplitude,42,0.04,0.848298,0.01726
fashion_mnist,fixed_amplitude,42,0.05,0.842403,0.023155
fashion_mnist,fixed_amplitude,42,0.06,0.833076,0.032482
fashion_mnist,fixed_amplitude,42,0.08,0.820623,0.044935
fashion_mnist,fixed_amplitude,42,0.1,0.80327,0.062288
fashion_mnist,fixed_amplitude,42,0.12,0.786222,0.079336
fashion_mnist,fixed_amplitude,42,0.15,0.75726,0.108298
fashion_mnist,fixed_amplitude,123,0.0,0.864994,0.000564
fashion_mnist,fixed_amplitude,123,0.01,0.863217,0.002341
fashion_mnist,fixed_amplitude,123,0.02,0.858169,0.007389
fashion_mnist,fixed_amplitude,123,0.03,0.854042,0.011516
fashion_mnist,fixed_amplitude,123,0.04,0.846279,0.019279
fashion_mnist,fixed_amplitude,123,0.05,0.839062,0.026496
fashion_mnist,fixed_amplitude,123,0.06,0.83514,0.030418
fashion_mnist,fixed_amplitude,123,0.08,0.820411,0.045147
fashion_mnist,fixed_amplitude,123,0.1,0.80447,0.061088
fashion_mnist,fixed_amplitude,123,0.12,0.7883,0.077258
fashion_mnist,fixed_amplitude,123,0.15,0.758199,0.107359
fashion_mnist,fixed_amplitude,256,0.0,0.865282,0.000276
fashion_mnist,fixed_amplitude,256,0.01,0.862826,0.002732
fashion_mnist,fixed_amplitude,256,0.02,0.858484,0.007074
fashion_mnist,fixed_amplitude,256,0.03,0.856879,0.008679
fashion_mnist,fixed_amplitude,256,0.04,0.847717,0.017841
fashion_mnist,fixed_amplitude,256,0.05,0.841537,0.024021
fashion_mnist,fixed_amplitude,256,0.06,0.837377,0.028181
fashion_mnist,fixed_amplitude,256,0.08,0.823133,0.042425
fashion_mnist,fixed_amplitude,256,0.1,0.802488,0.06307
fashion_mnist,fixed_amplitude,256,0.12,0.785653,0.079905
fashion_mnist,fixed_amplitude,256,0.15,0.759554,0.106004
fashion_mnist,fixed_amplitude,512,0.0,0.865981,-0.000423
fashion_mnist,fixed_amplitude,512,0.01,0.862879,0.002679
fashion_mnist,fixed_amplitude,512,0.02,0.857214,0.008344
fashion_mnist,fixed_amplitude,512,0.03,0.851929,0.013629
fashion_mnist,fixed_amplitude,512,0.04,0.847067,0.018491
fashion_mnist,fixed_amplitude,512,0.05,0.844386,0.021172
fashion_mnist,fixed_amplitude,512,0.06,0.834722,0.030836
fashion_mnist,fixed_amplitude,512,0.08,0.81845,0.047108
fashion_mnist,fixed_amplitude,512,0.1,0.804027,0.061531
fashion_mnist,fixed_amplitude,512,0.12,0.786845,0.078713
fashion_mnist,fixed_amplitude,512,0.15,0.757482,0.108076
fashion_mnist,fixed_amplitude,1024,0.0,0.864571,0.000987
fashion_mnist,fixed_amplitude,1024,0.01,0.862935,0.002623
fashion_mnist,fixed_amplitude,1024,0.02,0.858996,0.006562
fashion_mnist,fixed_amplitude,1024,0.03,0.854427,0.011131
fashion_mnist,fixed_amplitude,1024,0.04,0.848805,0.016753
fashion_mnist,fixed_amplitude,1024,0.05,0.840144,0.025414
fashion_mnist,fixed_amplitude,1024,0.06,0.835469,0.030089
fashion_mnist,fixed_amplitude,1024,0.08,0.820255,0.045303
fashion_mnist,fixed_amplitude,1024,0.1,0.807152,0.058406
fashion_mnist,fixed_amplitude,1024,0.12,0.786713,0.078845
fashion_mnist,fixed_amplitude,1024,0.15,0.757547,0.108011
fashion_mnist,fixed_amplitude,2024,0.0,0.865552,6e-06
fashion_mnist,fixed_amplitude,2024,0.01,0.861202,0.004356
fashion_mnist,fixed_amplitude,2024,0.02,0.85899,0.006568
fashion_mnist,fixed_amplitude,2024,0.03,0.852506,0.013052
fashion_mnist,fixed_amplitude,2024,0.04,0.847995,0.017563
fashion_mnist,fixed_amplitude,2024,0.05,0.841315,0.024243
fashion_mnist,fixed_amplitude,2024,0.06,0.834913,0.030645
fashion_mnist,fixed_amplitude,2024,0.08,0.821648,0.04391
fashion_mnist,fixed_amplitude,2024,0.1,0.805717,0.059841
fashion_mnist,fixed_amplitude,2024,0.12,0.78765,0.077908
fashion_mnist,fixed_amplitude,2024,0.15,0.75855,0.107008
fashion_mnist,fixed_amplitude,4096,0.0,0.864743,0.000815
fashion_mnist,fixed_amplitude,4096,0.01,0.861299,0.004259
fashion_mnist,fixed_amplitude,4096,0.02,0.858269,0.007289
fashion_mnist,fixed_amplitude,4096,0.03,0.849063,0.016495
fashion_mnist,fixed_amplitude,4096,0.04,0.848095,0.017463
fashion_mnist,fixed_amplitude,4096,0.05,0.842127,0.023431
fashion_mnist,fixed_amplitude,4096,0.06,0.835578,0.02998
fashion_mnist,fixed_amplitude,4096,0.08,0.820896,0.044662
fashion_mnist,fixed_amplitude,4096,0.1,0.803824,0.061734
fashion_mnist,fixed_amplitude,4096,0.12,0.787657,0.077901
fashion_mnist,fixed_amplitude,4096,0.15,0.759059,0.106499
fashion_mnist,fixed_amplitude,8192,0.0,0.86341,0.002148
fashion_mnist,fixed_amplitude,8192,0.01,0.861017,0.004541
fashion_mnist,fixed_amplitude,8192,0.02,0.858116,0.007442
fashion_mnist,fixed_amplitude,8192,0.03,0.854287,0.011271
fashion_mnist,fixed_amplitude,8192,0.04,0.845242,0.020316
fashion_mnist,fixed_amplitude,8192,0.05,0.840101,0.025457
fashion_mnist,fixed_amplitude,8192,0.06,0.834364,0.031194
fashion_mnist,fixed_amplitude,8192,0.08,0.820053,0.045505
fashion_mnist,fixed_amplitude,8192,0.1,0.805397,0.060161
fashion_mnist,fixed_amplitude,8192,0.12,0.788877,0.076681
fashion_mnist,fixed_amplitude,8192,0.15,0.758244,0.107314
fashion_mnist,random_unitary,42,0.0,0.821201,0.001399
fashion_mnist,random_unitary,42,0.01,0.818591,0.004009
fashion_mnist,random_unitary,42,0.02,0.81697,0.00563
fashion_mnist,random_unitary,42,0.03,0.804562,0.018038
fashion_mnist,random_unitary,42,0.04,0.799851,0.022749
fashion_mnist,random_unitary,42,0.05,0.793294,0.029306
fashion_mnist,random_unitary,42,0.06,0.783577,0.039023
fashion_mnist,random_unitary,42,0.08,0.763783,0.058817
fashion_mnist,random_unitary,42,0.1,0.741821,0.080779
fashion_mnist,random_unitary,42,0.12,0.71719,0.10541
fashion_mnist,random_unitary,42,0.15,0.673417,0.149183
fashion_mnist,random_unitary,123,0.0,0.822956,-0.000356
fashion_mnist,random_unitary,123,0.01,0.818868,0.003732
fashion_mnist,random_unitary,123,0.02,0.815517,0.007083
fashion_mnist,random_unitary,123,0.03,0.809163,0.013437
fashion_mnist,random_unitary,123,0.04,0.800743,0.021857
fashion_mnist,random_unitary,123,0.05,0.790478,0.032122
fashion_mnist,random_unitary,123,0.06,0.782996,0.039604
fashion_mnist,random_unitary,123,0.08,0.762446,0.060154
fashion_mnist,random_unitary,123,0.1,0.740773,0.081827
fashion_mnist,random_unitary,123,0.12,0.717091,0.105509
fashion_mnist,random_unitary,123,0.15,0.676819,0.145781
fashion_mnist,random_unitary,256,0.0,0.823297,-0.000697
fashion_mnist,random_unitary,256,0.01,0.818725,0.003875
fashion_mnist,random_unitary,256,0.02,0.813438,0.009162
fashion_mnist,random_unitary,256,0.03,0.808332,0.014268
fashion_mnist,random_unitary,256,0.04,0.800984,0.021616
fashion_mnist,random_unitary,256,0.05,0.791287,0.031313
fashion_mnist,random_unitary,256,0.06,0.783876,0.038724
fashion_mnist,random_unitary,256,0.08,0.766215,0.056385
fashion_mnist,random_unitary,256,0.1,0.742487,0.080113
fashion_mnist,random_unitary,256,0.12,0.715294,0.107306
fashion_mnist,random_unitary,256,0.15,0.673267,0.149333
fashion_mnist,random_unitary,512,0.0,0.822997,-0.000397
fashion_mnist,random_unitary,512,0.01,0.821027,0.001573
fashion_mnist,random_unitary,512,0.02,0.813063,0.009537
fashion_mnist,random_unitary,512,0.03,0.807794,0.014806
fashion_mnist,random_unitary,512,0.04,0.802419,0.020181
fashion_mnist,random_unitary,512,0.05,0.794178,0.028422
fashion_mnist,random_unitary,512,0.06,0.783923,0.038677
fashion_mnist,random_unitary,512,0.08,0.763433,0.059167
fashion_mnist,random_unitary,512,0.1,0.738581,0.084019
fashion_mnist,random_unitary,512,0.12,0.715863,0.106737
fashion_mnist,random_unitary,512,0.15,0.674311,0.148289
fashion_mnist,random_unitary,1024,0.0,0.825633,-0.003033
fashion_mnist,random_unitary,1024,0.01,0.818945,0.003655
fashion_mnist,random_unitary,1024,0.02,0.812947,0.009653
fashion_mnist,random_unitary,1024,0.03,0.809122,0.013478
fashion_mnist,random_unitary,1024,0.04,0.797104,0.025496
fashion_mnist,random_unitary,1024,0.05,0.792397,0.030203
fashion_mnist,random_unitary,1024,0.06,0.783484,0.039116
fashion_mnist,random_unitary,1024,0.08,0.762805,0.059795
fashion_mnist,random_unitary,1024,0.1,0.742455,0.080145
fashion_mnist,random_unitary,1024,0.12,0.715626,0.106974
fashion_mnist,random_unitary,1024,0.15,0.675514,0.147086
fashion_mnist,random_unitary,2024,0.0,0.822663,-6.3e-05
fashion_mnist,random_unitary,2024,0.01,0.817698,0.004902
fashion_mnist,random_unitary,2024,0.02,0.811527,0.011073
fashion_mnist,random_unitary,2024,0.03,0.808844,0.013756
fashion_mnist,random_unitary,2024,0.04,0.800267,0.022333
fashion_mnist,random_unitary,2024,0.05,0.79334,0.02926
fashion_mnist,random_unitary,2024,0.06,0.783205,0.039395
fashion_mnist,random_unitary,2024,0.08,0.763275,0.059325
fashion_mnist,random_unitary,2024,0.1,0.743861,0.078739
fashion_mnist,random_unitary,2024,0.12,0.717208,0.105392
fashion_mnist,random_unitary,2024,0.15,0.674774,0.147826
fashion_mnist,random_unitary,4096,0.0,0.821283,0.001317
fashion_mnist,random_unitary,4096,0.01,0.819281,0.003319
fashion_mnist,random_unitary,4096,0.02,0.812777,0.009823
fashion_mnist,random_unitary,4096,0.03,0.808186,0.014414
fashion_mnist,random_unitary,4096,0.04,0.801256,0.021344
fashion_mnist,random_unitary,4096,0.05,0.791021,0.031579
fashion_mnist,random_unitary,4096,0.06,0.783878,0.038722
fashion_mnist,random_unitary,4096,0.08,0.763923,0.058677
fashion_mnist,random_unitary,4096,0.1,0.742383,0.080217
fashion_mnist,random_unitary,4096,0.12,0.716038,0.106562
fashion_mnist,random_unitary,4096,0.15,0.674977,0.147623
fashion_mnist,random_unitary,8192,0.0,0.822765,-0.000165
fashion_mnist,random_unitary,8192,0.01,0.818279,0.004321
fashion_mnist,random_unitary,8192,0.02,0.814713,0.007887
fashion_mnist,random_unitary,8192,0.03,0.808585,0.014015
fashion_mnist,random_unitary,8192,0.04,0.80053,0.02207
fashion_mnist,random_unitary,8192,0.05,0.791412,0.031188
fashion_mnist,random_unitary,8192,0.06,0.783813,0.038787
fashion_mnist,random_unitary,8192,0.08,0.763886,0.058714
fashion_mnist,random_unitary,8192,0.1,0.739947,0.082653
fashion_mnist,random_unitary,8192,0.12,0.715397,0.107203
fashion_mnist,random_unitary,8192,0.15,0.67622,0.14638
fashion_mnist,mlp,42,0.0,0.901173,-0.000883
fashion_mnist,mlp,42,0.01,0.897553,0.002737
fashion_mnist,mlp,42,0.02,0.895032,0.005258
fashion_mnist,mlp,42,0.03,0.889444,0.010846
fashion_mnist,mlp,42,0.04,0.885546,0.014744
fashion_mnist,mlp,42,0.05,0.879962,0.020328
fashion_mnist,mlp,42,0.06,0.873914,0.026376
fashion_mnist,mlp,42,0.08,0.862147,0.038143
fashion_mnist,mlp,42,0.1,0.84908,0.05121
fashion_mnist,mlp,42,0.12,0.835137,0.065153
fashion_mnist,mlp,42,0.15,0.81188,0.08841
fashion_mnist,mlp,123,0.0,0.902524,-0.002234
fashion_mnist,mlp,123,0.01,0.895922,0.004368
fashion_mnist,mlp,123,0.02,0.891547,0.008743
fashion_mnist,mlp,123,0.03,0.886719,0.013571
fashion_mnist,mlp,123,0.04,0.885232,0.015058
fashion_mnist,mlp,123,0.05,0.878852,0.021438
fashion_mnist,mlp,123,0.06,0.872028,0.028262
fashion_mnist,mlp,123,0.08,0.864161,0.036129
fashion_mnist,mlp,123,0.1,0.850034,0.050256
fashion_mnist,mlp,123,0.12,0.836033,0.064257
fashion_mnist,mlp,123,0.15,0.811003,0.089287
fashion_mnist,mlp,256,0.0,0.898187,0.002103
fashion_mnist,mlp,256,0.01,0.895848,0.004442
fashion_mnist,mlp,256,0.02,0.893935,0.006355
fashion_mnist,mlp,256,0.03,0.887877,0.012413
fashion_mnist,mlp,256,0.04,0.884296,0.015994
fashion_mnist,mlp,256,0.05,0.880013,0.020277
fashion_mnist,mlp,256,0.06,0.874202,0.026088
fashion_mnist,mlp,256,0.08,0.864692,0.035598
fashion_mnist,mlp,256,0.1,0.849943,0.050347
fashion_mnist,mlp,256,0.12,0.836199,0.064091
fashion_mnist,mlp,256,0.15,0.813818,0.086472
fashion_mnist,mlp,512,0.0,0.899497,0.000793
fashion_mnist,mlp,512,0.01,0.896559,0.003731
fashion_mnist,mlp,512,0.02,0.894336,0.005954
fashion_mnist,mlp,512,0.03,0.889198,0.011092
fashion_mnist,mlp,512,0.04,0.885186,0.015104
fashion_mnist,mlp,512,0.05,0.877827,0.022463
fashion_mnist,mlp,512,0.06,0.875048,0.025242
fashion_mnist,mlp,512,0.08,0.863662,0.036628
fashion_mnist,mlp,512,0.1,0.848055,0.052235
fashion_mnist,mlp,512,0.12,0.834124,0.066166
fashion_mnist,mlp,512,0.15,0.813496,0.086794
fashion_mnist,mlp,1024,0.0,0.901952,-0.001662
fashion_mnist,mlp,1024,0.01,0.8984,0.00189
fashion_mnist,mlp,1024,0.02,0.89577,0.00452
fashion_mnist,mlp,1024,0.03,0.892107,0.008183
fashion_mnist,mlp,1024,0.04,0.886225,0.014065
fashion_mnist,mlp,1024,0.05,0.882426,0.017864
fashion_mnist,mlp,1024,0.06,0.876467,0.023823
fashion_mnist,mlp,1024,0.08,0.861844,0.038446
fashion_mnist,mlp,1024,0.1,0.84802,0.05227
fashion_mnist,mlp,1024,0.12,0.836807,0.063483
fashion_mnist,mlp,1024,0.15,0.814285,0.086005
fashion_mnist,mlp,2024,0.0,0.899139,0.001151
fashion_mnist,mlp,2024,0.01,0.89555,0.00474
fashion_mnist,mlp,2024,0.02,0.89471,0.00558
fashion_mnist,mlp,2024,0.03,0.888946,0.011344
fashion_mnist,mlp,2024,0.04,0.883064,0.017226
fashion_mnist,mlp,2024,0.05,0.880522,0.019768
fashion_mnist,mlp,2024,0.06,0.873712,0.026578
fashion_mnist,mlp,2024,0.08,0.863352,0.036938
fashion_mnist,mlp,2024,0.1,0.851634,0.048656
fashion_mnist,mlp,2024,0.12,0.838559,0.061731
fashion_mnist,mlp,2024,0.15,0.816196,0.084094
fashion_mnist,mlp,4096,0.0,0.903072,-0.002782
fashion_mnist,mlp,4096,0.01,0.899243,0.001047
fashion_mnist,mlp,4096,0.02,0.894454,0.005836
fashion_mnist,mlp,4096,0.03,0.891425,0.008865
fashion_mnist,mlp,4096,0.04,0.88472,0.01557
fashion_mnist,mlp,4096,0.05,0.879671,0.020619
fashion_mnist,mlp,4096,0.06,0.873059,0.027231
fashion_mnist,mlp,4096,0.08,0.864465,0.035825
fashion_mnist,mlp,4096,0.1,0.849477,0.050813
fashion_mnist,mlp,4096,0.12,0.834653,0.065637
fashion_mnist,mlp,4096,0.15,0.811725,0.088565
fashion_mnist,mlp,8192,0.0,0.900612,-0.000322
fashion_mnist,mlp,8192,0.01,0.89812,0.00217
fashion_mnist,mlp,8192,0.02,0.893713,0.006577
fashion_mnist,mlp,8192,0.03,0.889841,0.010449
fashion_mnist,mlp,8192,0.04,0.88556,0.01473
fashion_mnist,mlp,8192,0.05,0.880971,0.019319
fashion_mnist,mlp,8192,0.06,0.873317,0.026973
fashion_mnist,mlp,8192,0.08,0.86211,0.03818
fashion_mnist,mlp,8192,0.1,0.849456,0.050834
fashion_mnist,mlp,8192,0.12,0.836182,0.064108
fashion_mnist,mlp,8192,0.15,0.81219,0.0881
fashion_mnist,cnn,42,0.0,0.919311,-0.000741
fashion_mnist,cnn,42,0.01,0.915055,0.003515
fashion_mnist,cnn,42,0.02,0.912637,0.005933
fashion_mnist,cnn,42,0.03,0.908745,0.009825
fashion_mnist,cnn,42,0.04,0.905612,0.012958
fashion_mnist,cnn,42,0.05,0.901172,0.017398
fashion_mnist,cnn,42,0.06,0.895211,0.023359
fashion_mnist,cnn,42,0.08,0.884959,0.033611
fashion_mnist,cnn,42,0.1,0.874815,0.043755
fashion_mnist,cnn,42,0.12,0.866365,0.052205
fashion_mnist,cnn,42,0.15,0.843694,0.074876
fashion_mnist,cnn,123,0.0,0.917881,0.000689
fashion_mnist,cnn,123,0.01,0.914223,0.004347
fashion_mnist,cnn,123,0.02,0.912674,0.005896
fashion_mnist,cnn,123,0.03,0.907891,0.010679
fashion_mnist,cnn,123,0.04,0.905653,0.012917
fashion_mnist,cnn,123,0.05,0.899776,0.018794
fashion_mnist,cnn,123,0.06,0.896318,0.022252
fashion_mnist,cnn,123,0.08,0.885825,0.032745
fashion_mnist,cnn,123,0.1,0.873289,0.045281
fashion_mnist,cnn,123,0.12,0.863158,0.055412
fashion_mnist,cnn,123,0.15,0.84428,0.07429
fashion_mnist,cnn,256,0.0,0.920647,-0.002077
fashion_mnist,cnn,256,0.01,0.913525,0.005045
fashion_mnist,cnn,256,0.02,0.912916,0.005654
fashion_mnist,cnn,256,0.03,0.909703,0.008867
fashion_mnist,cnn,256,0.04,0.905701,0.012869
fashion_mnist,cnn,256,0.05,0.901595,0.016975
fashion_mnist,cnn,256,0.06,0.89537,0.0232
fashion_mnist,cnn,256,0.08,0.884912,0.033658
fashion_mnist,cnn,256,0.1,0.87523,0.04334
fashion_mnist,cnn,256,0.12,0.862185,0.056385
fashion_mnist,cnn,256,0.15,0.844915,0.073655
fashion_mnist,cnn,512,0.0,0.919367,-0.000797
fashion_mnist,cnn,512,0.01,0.915694,0.002876
fashion_mnist,cnn,512,0.02,0.913303,0.005267
fashion_mnist,cnn,512,0.03,0.909363,0.009207
fashion_mnist,cnn,512,0.04,0.904485,0.014085
fashion_mnist,cnn,512,0.05,0.900658,0.017912
fashion_mnist,cnn,512,0.06,0.895199,0.023371
fashion_mnist,cnn,512,0.08,0.886128,0.032442
fashion_mnist,cnn,512,0.1,0.875265,0.043305
fashion_mnist,cnn,512,0.12,0.86393,0.05464
